Passenger Id,Title,First Name,Last Name,Sex,Age,Sibling/Spouse Aboard,Parent/Children Aboard,Passenger Class,Fare,Embarkation Port,Survival Boat,Body Number,Survived,age_group,family_size
829, Miss, Jessie Allis,Goodwin,female,10,5,2,3,46.9,S,DNS,BNR,0,Children,7
830, Miss, Lillian Amy,Goodwin,female,16,5,2,3,46.9,S,DNS,BNR,0,Teenagers,7
831, Mr, Charles Edward,Goodwin,male,14,5,2,3,46.9,S,DNS,BNR,0,Teenagers,7
832, Mr, Charles Frederick,Goodwin,male,40,1,6,3,46.9,S,DNS,BNR,0,Adults,7
833, Mrs, Frederick (Augusta Tyler),Goodwin,female,43,1,6,3,46.9,S,DNS,BNR,0,Adults,7
834, Mr, George Henry,Green,male,51,0,0,3,8.05,S,DNS,BNR,0,Adults,0
835, Mr, Daniel Danielsen,Gronnestad,male,32,0,0,3,8.3625,S,DNS,BNR,0,Adults,0
836, Mr, Robert,Guest,male,26,0,0,3,8.05,S,DNS,BNR,0,Adults,0
837, Mr, Alfred Ossian,Gustafsson,male,20,0,0,3,9.8458,S,DNS,BNR,0,Adults,0
838, Mr, Anders Vilhelm,Gustafsson,male,37,2,0,3,7.925,S,DNS,98,0,Adults,2
839, Mr, Johan Birger,Gustafsson,male,28,2,0,3,7.925,S,DNS,BNR,0,Adults,2
840, Mr, Karl Gideon,Gustafsson,male,19,0,0,3,7.775,S,DNS,BNR,0,Adults,0
841, Miss, Aloisia,Haas,female,24,0,0,3,8.85,S,DNS,BNR,0,Adults,0
842, Miss, Kate,Hagardon,female,17,0,0,3,7.7333,Q,DNS,BNR,0,Teenagers,0
843, Mr, Ingvald Olai Olsen,Hagland,male,26,1,0,3,19.9667,S,DNS,BNR,0,Adults,1
844, Mr, Konrad Mathias Reiersen,Hagland,male,26,1,0,3,19.9667,S,DNS,BNR,0,Adults,1
845, Mr, Pekka Pietari,Hakkarainen,male,28,1,0,3,15.85,S,DNS,BNR,0,Adults,1
846, Mrs, Pekka Pietari (Elin Matilda Dolck),Hakkarainen,female,24,1,0,3,15.85,S,15,S,1,Adults,1
847, Mr, Leon,Hampe,male,20,0,0,3,9.5,S,DNS,BNR,0,Adults,0
848, Mr, Mansour,Hanna,male,23.5,0,0,3,7.2292,C,DNS,188,0,Adults,0
849, Mr, Claus Peter,Hansen,male,41,2,0,3,14.1083,S,DNS,BNR,0,Adults,2
850, Mr, Henrik Juul,Hansen,male,26,1,0,3,7.8542,S,DNS,BNR,0,Adults,1
851, Mr, Henry Damsgaard,Hansen,male,21,0,0,3,7.8542,S,DNS,69,0,Adults,0
852, Mrs, Claus Peter (Jennie L Howard),Hansen,female,45,1,0,3,14.1083,S,11,S,1,Adults,1
853, Miss, Alice Phoebe,Harknett,female,18,0,0,3,7.55,S,DNS,BNR,0,Teenagers,0
854, Mr, Abraham (David Lishin),Harmer,male,25,0,0,3,7.25,S,B,BNR,0,Adults,0
855, Mr, Henry,Hart,male,26,0,0,3,6.8583,Q,DNS,BNR,0,Adults,0
856, Mr, Houssein G N,Hassan,male,11,0,0,3,18.7875,C,DNS,BNR,0,Children,0
857, Miss," Hanora ""Nora""",Healy,female,18,0,0,3,7.75,Q,16,S,1,Teenagers,0
858, Mr, Oskar Arvid,Hedman,male,27,0,0,3,6.975,S,15,S,1,Adults,0
859, Mr, Ling,Hee,male,26,0,0,3,56.4958,S,C,S,1,Adults,0
860, Miss," Hanora ""Nora""",Hegarty,female,18,0,0,3,6.75,Q,DNS,BNR,0,Teenagers,0
861, Miss, Laina,Heikkinen,female,26,0,0,3,7.925,S,DNS,S,1,Adults,0
862, Miss, Wendla Maria,Heininen,female,23,0,0,3,7.925,S,DNS,BNR,0,Adults,0
863, Miss, Hilda Maria,Hellstrom,female,22,0,0,3,8.9625,S,C,S,1,Adults,0
864, Mr, Ignjac,Hendekovic,male,28,0,0,3,7.8958,S,DNS,306,0,Adults,0
865, Miss, Jenny Lovisa,Henriksson,female,28,0,0,3,7.775,S,DNS,BNR,0,Adults,0
866, Miss, Delia,Henry,female,18,0,0,3,7.75,Q,DNS,BNR,0,Teenagers,0
867, Miss, Hildur E,Hirvonen,female,2,0,1,3,12.2875,S,15,S,1,Children,1
868, Mrs, Alexander (Helga E Lindqvist),Hirvonen,female,22,1,1,3,12.2875,S,15,S,1,Adults,2
869, Mr, John Fredrik Alexander,Holm,male,43,0,0,3,6.45,S,DNS,BNR,0,Adults,0
870, Mr, Johan Martin,Holthen,male,28,0,0,3,22.525,S,DNS,BNR,0,Adults,0
871, Miss, Eliina,Honkanen,female,27,0,0,3,7.925,S,DNS,S,1,Adults,0
872, Mr, John,Horgan,male,26,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
873, Miss, May Elizabeth,Howard,female,18,0,0,3,8.05,S,C,S,1,Teenagers,0
874, Mr, Adolf Mathias Nicolai Olsen,Humblen,male,42,0,0,3,7.65,S,DNS,120,0,Adults,0
875, Mr, Abraham,Hyman,male,26,0,0,3,7.8875,S,C,S,1,Adults,0
876, Mr, Yousseff,Ibrahim Shawah,male,30,0,0,3,7.2292,C,DNS,BNR,0,Adults,0
877, Mr, Ylio,Ilieff,male,26,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
878, Miss, Ida Livija,Ilmakangas,female,27,1,0,3,7.925,S,DNS,BNR,0,Adults,1
879, Miss, Pieta Sofia,Ilmakangas,female,25,1,0,3,7.925,S,DNS,BNR,0,Adults,1
880, Mr, Kanio,Ivanoff,male,26,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
881, Mr, Ivan,Jalsevac,male,29,0,0,3,7.8958,C,15,S,1,Adults,0
882, Mr, Carl Olof,Jansson,male,21,0,0,3,7.7958,S,A,S,1,Adults,0
883, Mr, Jose Neto,Jardin,male,26,0,0,3,7.05,S,DNS,BNR,0,Adults,0
884, Mr, Hans Peder,Jensen,male,20,0,0,3,7.8542,S,DNS,BNR,0,Adults,0
885, Mr, Niels Peder,Jensen,male,48,0,0,3,7.8542,S,DNS,BNR,0,Adults,0
886, Mr, Svend Lauritz,Jensen,male,17,1,0,3,7.0542,S,DNS,BNR,0,Teenagers,1
887, Miss, Annie,Jermyn,female,18,0,0,3,7.75,Q,D,S,1,Teenagers,0
888, Mr, Bernt,Johannesen-Bratthammer,male,26,0,0,3,8.1125,S,13,S,1,Adults,0
889, Mr, Jakob Alfred,Johanson,male,34,0,0,3,6.4958,S,DNS,143,0,Adults,0
890, Mr, Oskar Leander,Johansson Palmquist,male,26,0,0,3,7.775,S,15,S,1,Adults,0
891, Mr, Erik,Johansson,male,22,0,0,3,7.7958,S,DNS,156,0,Adults,0
892, Mr, Gustaf Joel,Johansson,male,33,0,0,3,8.6542,S,DNS,285,0,Adults,0
893, Mr, Karl Johan,Johansson,male,31,0,0,3,7.775,S,DNS,BNR,0,Adults,0
894, Mr, Nils,Johansson,male,29,0,0,3,7.8542,S,DNS,BNR,0,Adults,0
895, Master, Harold Theodor,Johnson,male,4,1,1,3,11.1333,S,15,S,1,Children,2
896, Miss, Eleanor Ileen,Johnson,female,1,1,1,3,11.1333,S,15,S,1,Children,2
897, Mr, Alfred,Johnson,male,49,0,0,3,0,S,DNS,BNR,0,Adults,0
898, Mr, Malkolm Joackim,Johnson,male,33,0,0,3,7.775,S,DNS,37,0,Adults,0
899, Mr, William Cahoone Jr,Johnson,male,19,0,0,3,0,S,DNS,BNR,0,Adults,0
900, Mrs, Oscar W (Elisabeth Vilhelmina Berg),Johnson,female,27,0,2,3,11.1333,S,15,S,1,Adults,2
901, Master," William Arthur ""Willie""",Johnston,male,6,1,2,3,23.45,S,DNS,BNR,0,Children,3
902, Miss," Catherine Helen ""Carrie""",Johnston,female,18,1,2,3,23.45,S,DNS,BNR,0,Teenagers,3
903, Mr, Andrew G,Johnston,male,26,1,2,3,23.45,S,DNS,BNR,0,Adults,3
904, Mrs," Andrew G (Elizabeth ""Lily"" Watson)",Johnston,female,31,1,2,3,23.45,S,DNS,BNR,0,Adults,3
905, Mr, Lalio,Jonkoff,male,23,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
906, Mr, Carl,Jonsson,male,32,0,0,3,7.8542,S,15,S,1,Adults,0
907, Mr, Nils Hilding,Jonsson,male,27,0,0,3,7.8542,S,DNS,BNR,0,Adults,0
908, Miss, Katriina,Jussila,female,20,1,0,3,9.825,S,DNS,BNR,0,Adults,1
909, Miss, Mari Aina,Jussila,female,21,1,0,3,9.825,S,DNS,BNR,0,Adults,1
910, Mr, Eiriik,Jussila,male,32,0,0,3,7.925,S,15,S,1,Adults,0
911, Mr, Nikolai Erland,Kallio,male,17,0,0,3,7.125,S,DNS,BNR,0,Teenagers,0
912, Mr, Johannes Halvorsen,Kalvik,male,21,0,0,3,8.4333,S,DNS,BNR,0,Adults,0
913, Mr, Milan,Karaic,male,30,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
914, Mr, Einar Gervasius,Karlsson,male,21,0,0,3,7.7958,S,13,S,1,Adults,0
915, Mr, Julius Konrad Eugen,Karlsson,male,33,0,0,3,7.8542,S,DNS,BNR,0,Adults,0
916, Mr, Nils August,Karlsson,male,22,0,0,3,7.5208,S,DNS,BNR,0,Adults,0
917, Miss, Manca,Karun,female,4,0,1,3,13.4167,C,15,S,1,Children,1
918, Mr, Franz,Karun,male,39,0,1,3,13.4167,C,15,S,1,Adults,1
919, Mr, Fared,Kassem,male,26,0,0,3,7.2292,C,DNS,BNR,0,Adults,0
920, Mr," Vassilios (""Catavelas Vassilios"")",Katavelas,male,18.5,0,0,3,7.2292,C,DNS,58,0,Teenagers,0
921, Mr," Andrew ""Andy""",Keane,male,26,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
922, Mr, Arthur,Keefe,male,26,0,0,3,7.25,S,A,BNR,0,Adults,0
923, Miss," Anna Katherine ""Annie Kate""",Kelly,female,18,0,0,3,7.75,Q,16,S,1,Teenagers,0
924, Miss, Mary,Kelly,female,18,0,0,3,7.75,Q,D,S,1,Teenagers,0
925, Mr, James,Kelly,male,34.5,0,0,3,7.8292,Q,DNS,70,0,Adults,0
926, Mr, James,Kelly,male,44,0,0,3,8.05,S,DNS,BNR,0,Adults,0
927, Mr, John,Kennedy,male,26,0,0,3,7.75,Q,DNS,S,1,Adults,0
928, Mr, Betros,Khalil,male,26,1,0,3,14.4542,C,DNS,BNR,0,Adults,1
929, Mrs," Betros (Zahie ""Maria"" Elias)",Khalil,female,31,1,0,3,14.4542,C,DNS,BNR,0,Adults,1
930, Mr, John,Kiernan,male,26,1,0,3,7.75,Q,DNS,BNR,0,Adults,1
931, Mr, Philip,Kiernan,male,26,1,0,3,7.75,Q,DNS,BNR,0,Adults,1
932, Mr, Thomas J,Kilgannon,male,26,0,0,3,7.7375,Q,DNS,BNR,0,Adults,0
933, Miss, Maria,Kink,female,22,2,0,3,8.6625,S,DNS,BNR,0,Adults,2
934, Mr, Vincenz,Kink,male,26,2,0,3,8.6625,S,DNS,BNR,0,Adults,2
935, Miss, Luise Gretchen,Kink-Heilmann,female,4,0,2,3,22.025,S,2,S,1,Children,2
936, Mr, Anton,Kink-Heilmann,male,29,3,1,3,22.025,S,2,S,1,Adults,4
937, Mrs, Anton (Luise Heilmann),Kink-Heilmann,female,26,1,1,3,22.025,S,2,S,1,Adults,2
938, Miss, Gertrud Emilia,Klasen,female,1,1,1,3,12.1833,S,DNS,BNR,0,Children,2
939, Mr, Klas Albin,Klasen,male,18,1,1,3,7.8542,S,DNS,BNR,0,Teenagers,2
940, Mrs, (Hulda Kristina Eugenia Lofqvist),Klasen,female,36,0,2,3,12.1833,S,DNS,BNR,0,Adults,2
941, Mr, Theodor,Kraeff,male,26,0,0,3,7.8958,C,DNS,BNR,0,Adults,0
942, Mr, Neshan,Krekorian,male,25,0,0,3,7.2292,C,10,S,1,Adults,0
943, Mr, Sarkis,Lahoud,male,26,0,0,3,7.225,C,DNS,BNR,0,Adults,0
944, Miss, Kristina Sofia,Laitinen,female,37,0,0,3,9.5875,S,DNS,BNR,0,Adults,0
945, Mr, Kristo,Laleff,male,26,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
946, Mr, Ali,Lam,male,26,0,0,3,56.4958,S,C,S,1,Adults,0
947, Mr, Len,Lam,male,26,0,0,3,56.4958,S,DNS,BNR,0,Adults,0
948, Miss, Aurora Adelia,Landergren,female,22,0,0,3,7.25,S,13,S,1,Adults,0
949, Mr, Patrick,Lane,male,26,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
950, Mr, Fang,Lang,male,26,0,0,3,56.4958,S,14,S,1,Adults,0
951, Mr, August Viktor,Larsson,male,29,0,0,3,9.4833,S,DNS,BNR,0,Adults,0
952, Mr, Bengt Edvin,Larsson,male,29,0,0,3,7.775,S,DNS,BNR,0,Adults,0
953, Mr, Edvard A,Larsson-Rondberg,male,22,0,0,3,7.775,S,DNS,BNR,0,Adults,0
954, Mr," Fahim (""Philip Zenni"")",Leeni,male,22,0,0,3,7.225,C,6,S,1,Adults,0
955, Master, Henry Forbes,Lefebre,male,6,3,1,3,25.4667,S,DNS,BNR,0,Children,4
956, Miss, Ida,Lefebre,female,18,3,1,3,25.4667,S,DNS,BNR,0,Teenagers,4
957, Miss, Jeannie,Lefebre,female,18,3,1,3,25.4667,S,DNS,BNR,0,Teenagers,4
958, Miss, Mathilde,Lefebre,female,18,3,1,3,25.4667,S,DNS,BNR,0,Teenagers,4
959, Mrs, Frank (Frances),Lefebre,female,31,0,4,3,25.4667,S,DNS,BNR,0,Adults,4
960, Mr, Antti Gustaf,Leinonen,male,32,0,0,3,7.925,S,DNS,BNR,0,Adults,0
961, Mr, Peter L,Lemberopolous,male,34.5,0,0,3,6.4375,C,DNS,196,0,Adults,0
962, Miss, Mary,Lennon,female,18,1,0,3,15.5,Q,DNS,BNR,0,Teenagers,1
963, Mr, Denis,Lennon,male,26,1,0,3,15.5,Q,DNS,BNR,0,Adults,1
964, Mr, Lionel,Leonard,male,36,0,0,3,0,S,DNS,BNR,0,Adults,0
965, Mr, James,Lester,male,39,0,0,3,24.15,S,DNS,BNR,0,Adults,0
966, Mr, Rene Aime,Lievens,male,24,0,0,3,9.5,S,DNS,BNR,0,Adults,0
967, Miss, Agda Thorilda Viktoria,Lindahl,female,25,0,0,3,7.775,S,DNS,BNR,0,Adults,0
968, Miss, Augusta Charlotta,Lindblom,female,45,0,0,3,7.75,S,DNS,BNR,0,Adults,0
969, Mr, Edvard Bengtsson,Lindell,male,36,1,0,3,15.55,S,A,BNR,0,Adults,1
970, Mrs, Edvard Bengtsson (Elin Gerda Persson),Lindell,female,30,1,0,3,15.55,S,A,BNR,0,Adults,1
971, Mr, Eino William,Lindqvist,male,20,1,0,3,7.925,S,15,S,1,Adults,1
972, Mr, Michael,Linehan,male,26,0,0,3,7.8792,Q,DNS,BNR,0,Adults,0
973, Mr, Lee,Ling,male,28,0,0,3,56.4958,S,DNS,BNR,0,Adults,0
974, Mr, Simon,Lithman,male,26,0,0,3,7.55,S,DNS,BNR,0,Adults,0
975, Mr, William Arthur,Lobb,male,30,1,0,3,16.1,S,DNS,BNR,0,Adults,1
976, Mrs, William Arthur (Cordelia K Stanlick),Lobb,female,26,1,0,3,16.1,S,DNS,BNR,0,Adults,1
977, Mr, Edward,Lockyer,male,26,0,0,3,7.8792,S,DNS,153,0,Adults,0
978, Mr," John Hall (""Henry"")",Lovell,male,20.5,0,0,3,7.25,S,DNS,BNR,0,Adults,0
979, Mr, Nikola,Lulic,male,27,0,0,3,8.6625,S,15,S,1,Adults,0
980, Mr, Johan Svensson,Lundahl,male,51,0,0,3,7.0542,S,DNS,BNR,0,Adults,0
981, Miss, Olga Elida,Lundin,female,23,0,0,3,7.8542,S,10,S,1,Adults,0
982, Mr, Thure Edvin,Lundstrom,male,32,0,0,3,7.5792,S,15,S,1,Adults,0
983, Mr, Stanko,Lyntakoff,male,26,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
984, Mr, George William,MacKay,male,26,0,0,3,7.55,S,DNS,BNR,0,Adults,0
985, Miss," Margaret ""Maggie""",Madigan,female,18,0,0,3,7.75,Q,15,S,1,Teenagers,0
986, Mr, Fridtjof Arne,Madsen,male,24,0,0,3,7.1417,S,13,S,1,Adults,0
987, Mr, Matti Alexanteri,Maenpaa,male,22,0,0,3,7.125,S,DNS,BNR,0,Adults,0
988, Miss, Bridget Delia,Mahon,female,18,0,0,3,7.8792,Q,DNS,BNR,0,Teenagers,0
989, Mr, John,Mahon,male,26,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
990, Mr, Simon,Maisner,male,26,0,0,3,8.05,S,DNS,BNR,0,Adults,0
991, Mr, Kalle Edvard,Makinen,male,29,0,0,3,7.925,S,DNS,BNR,0,Adults,0
992, Mr, Hanna,Mamee,male,26,0,0,3,7.2292,C,15,S,1,Adults,0
993, Miss, Mary,Mangan,female,30.5,0,0,3,7.75,Q,DNS,61,0,Adults,0
994, Miss, Margareth,Mannion,female,18,0,0,3,7.7375,Q,16,S,1,Teenagers,0
995, Mr, Sarkis,Mardirosian,male,26,0,0,3,7.2292,C,DNS,BNR,0,Adults,0
996, Mr, Marin,Markoff,male,35,0,0,3,7.8958,C,DNS,BNR,0,Adults,0
997, Mr, Johann,Markun,male,33,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
998, Mrs, Fatima,Masselmani,female,31,0,0,3,7.225,C,C,S,1,Adults,0
999, Mr, Nicola,Matinoff,male,26,0,0,3,7.8958,C,DNS,BNR,0,Adults,0
1000, Miss," Catherine ""Katie""",McCarthy,female,18,0,0,3,7.75,Q,15 16,S,1,Teenagers,0
1001, Mr, Thomas Joseph,McCormack,male,26,0,0,3,7.75,Q,DNS,S,1,Adults,0
1002, Miss, Agnes,McCoy,female,18,2,0,3,23.25,Q,16,S,1,Teenagers,2
1003, Miss, Alicia,McCoy,female,18,2,0,3,23.25,Q,16,S,1,Teenagers,2
1004, Mr, Bernard,McCoy,male,26,2,0,3,23.25,Q,16,S,1,Adults,2
1005, Miss, Brigdet Delia,McDermott,female,18,0,0,3,7.7875,Q,13,S,1,Teenagers,0
1006, Mr, Michael,McEvoy,male,26,0,0,3,15.5,Q,DNS,BNR,0,Adults,0
1007, Miss, Mary,McGovern,female,18,0,0,3,7.8792,Q,13,S,1,Teenagers,0
1008, Miss," Anna ""Annie""",McGowan,female,15,0,0,3,8.0292,Q,DNS,S,1,Teenagers,0
1009, Miss, Katherine,McGowan,female,35,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
1010, Mr, Martin,McMahon,male,26,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
1011, Mr, Neal,McNamee,male,24,1,0,3,16.1,S,DNS,BNR,0,Adults,1
1012, Mrs, Neal (Eileen O'Leary),McNamee,female,19,1,0,3,16.1,S,DNS,53,0,Adults,1
1013, Miss, Bridget,McNeill,female,18,0,0,3,7.75,Q,DNS,BNR,0,Teenagers,0
1014, Miss, (Marion Ogden),Meanwell,female,18,0,0,3,8.05,S,DNS,BNR,0,Teenagers,0
1015, Mrs, Thomas (Annie Louise Rowley),Meek,female,31,0,0,3,8.05,S,DNS,BNR,0,Adults,0
1016, Mr, Alfonzo,Meo,male,55.5,0,0,3,8.05,S,DNS,201,0,Adults,0
1017, Mr, Robert,Mernagh,male,26,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
1018, Mr, Karl Albert,Midtsjo,male,21,0,0,3,7.775,S,15,S,1,Adults,0
1019, Mr, Frank,Miles,male,26,0,0,3,8.05,S,DNS,BNR,0,Adults,0
1020, Mr, Ivan,Mineff,male,24,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
1021, Mr, Lazar,Minkoff,male,21,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
1022, Mr, Stoytcho,Mionoff,male,28,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
1023, Mr, Mito,Mitkoff,male,26,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
1024, Miss," Helen Mary ""Ellie""",Mockler,female,18,0,0,3,7.8792,Q,16,S,1,Teenagers,0
1025, Mr, Sigurd Hansen,Moen,male,25,0,0,3,7.65,S,DNS,309,0,Adults,0
1026, Master, Meier,Moor,male,6,0,1,3,12.475,S,14,S,1,Children,1
1027, Mrs, (Beila),Moor,female,27,0,1,3,12.475,S,14,S,1,Adults,1
1028, Mr, Leonard Charles,Moore,male,26,0,0,3,8.05,S,DNS,BNR,0,Adults,0
1029, Miss, Bertha,Moran,female,18,1,0,3,24.15,Q,16,S,1,Teenagers,1
1030, Mr, Daniel J,Moran,male,26,1,0,3,24.15,Q,DNS,BNR,0,Adults,1
1031, Mr, James,Moran,male,26,0,0,3,8.4583,Q,DNS,BNR,0,Adults,0
1032, Mr, William,Morley,male,34,0,0,3,8.05,S,DNS,BNR,0,Adults,0
1033, Mr, Thomas Rowan,Morrow,male,26,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
1034, Mr, Albert Johan,Moss,male,26,0,0,3,7.775,S,B,S,1,Adults,0
1035, Master, Gerios,Moubarek,male,6,1,1,3,15.2458,C,C,S,1,Children,2
1036, Master," Halim Gonios (""William George"")",Moubarek,male,6,1,1,3,15.2458,C,C,S,1,Children,2
1037, Mrs," George (Omine ""Amenia"" Alexander)",Moubarek,female,31,0,2,3,15.2458,C,C,S,1,Adults,2
1038, Mrs, (Mantoura Boulos),Moussa,female,31,0,0,3,7.2292,C,DNS,S,1,Adults,0
1039, Mr, Rahamin Haim,Moutal,male,26,0,0,3,8.05,S,DNS,BNR,0,Adults,0
1040, Miss," Katherine ""Katie""",Mullens,female,18,0,0,3,7.7333,Q,16,S,1,Teenagers,0
1041, Miss, Bertha E,Mulvihill,female,24,0,0,3,7.75,Q,15,S,1,Adults,0
1042, Mr, Joseph,Murdlin,male,26,0,0,3,8.05,S,DNS,BNR,0,Adults,0
1043, Miss," Katherine ""Kate""",Murphy,female,18,1,0,3,15.5,Q,16,S,1,Teenagers,1
1044, Miss, Margaret Jane,Murphy,female,18,1,0,3,15.5,Q,16,S,1,Teenagers,1
1045, Miss, Nora,Murphy,female,18,0,0,3,15.5,Q,16,S,1,Teenagers,0
1046, Mr, Pehr Fabian Oliver Malkolm,Myhrman,male,18,0,0,3,7.75,S,DNS,BNR,0,Teenagers,0
1047, Mr, Penko,Naidenoff,male,22,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
1048, Miss," Adele Kiamie ""Jane""",Najib,female,15,0,0,3,7.225,C,C,S,1,Teenagers,0
1049, Miss," Maria (""Mary"")",Nakid,female,1,0,2,3,15.7417,C,C,S,1,Children,2
1050, Mr, Sahid,Nakid,male,20,1,1,3,15.7417,C,C,S,1,Adults,2
1051, Mrs," Said (Waika ""Mary"" Mowad)",Nakid,female,19,1,1,3,15.7417,C,C,S,1,Adults,2
1052, Mr, William Henry,Nancarrow,male,33,0,0,3,8.05,S,DNS,BNR,0,Adults,0
1053, Mr, Minko,Nankoff,male,26,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
1054, Mr, Mustafa,Nasr,male,26,0,0,3,7.2292,C,DNS,BNR,0,Adults,0
1055, Miss, Hannah,Naughton,female,18,0,0,3,7.75,Q,DNS,BNR,0,Teenagers,0
1056, Mr, Christo,Nenkoff,male,26,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
1057, Master, Elias,Nicola-Yarred,male,12,1,0,3,11.2417,C,C,S,1,Teenagers,1
1058, Miss, Jamila,Nicola-Yarred,female,14,1,0,3,11.2417,C,C,S,1,Teenagers,1
1059, Miss, Manta Josefina,Nieminen,female,29,0,0,3,7.925,S,DNS,BNR,0,Adults,0
1060, Mr, Samuel,Niklasson,male,28,0,0,3,8.05,S,DNS,BNR,0,Adults,0
1061, Miss, Berta Olivia,Nilsson,female,18,0,0,3,7.775,S,D,S,1,Teenagers,0
1062, Miss, Helmina Josefina,Nilsson,female,26,0,0,3,7.8542,S,13,S,1,Adults,0
1063, Mr, August Ferdinand,Nilsson,male,21,0,0,3,7.8542,S,DNS,BNR,0,Adults,0
1064, Mr, Iisakki Antino Aijo,Nirva,male,41,0,0,3,7.125,S,DNS,BNR,0,Adults,0
1065, Mr, Juha,Niskanen,male,39,0,0,3,7.925,S,9,S,1,Adults,0
1066, Mr, Richard Cater,Nosworthy,male,21,0,0,3,7.8,S,DNS,BNR,0,Adults,0
1067, Mr, Mansouer,Novel,male,28.5,0,0,3,7.2292,C,DNS,181,0,Adults,0
1068, Miss, Anna Sofia,Nysten,female,22,0,0,3,7.75,S,13,S,1,Adults,0
1069, Mr, Johan Hansen,Nysveen,male,61,0,0,3,6.2375,S,DNS,BNR,0,Seniors,0
1070, Mr, Thomas,O'Brien,male,26,1,0,3,15.5,Q,DNS,BNR,0,Adults,1
1071, Mr, Timothy,O'Brien,male,26,0,0,3,7.8292,Q,DNS,BNR,0,Adults,0
1072, Mrs," Thomas (Johanna ""Hannah"" Godfrey)",O'Brien,female,31,1,0,3,15.5,Q,DNS,S,1,Adults,1
1073, Mr, Patrick D,O'Connell,male,26,0,0,3,7.7333,Q,DNS,BNR,0,Adults,0
1074, Mr, Maurice,O'Connor,male,26,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
1075, Mr, Patrick,O'Connor,male,26,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
1076, Mr, Nils Martin,Odahl,male,23,0,0,3,9.225,S,DNS,BNR,0,Adults,0
1078, Miss, Bridget,O'Driscoll,female,18,0,0,3,7.75,Q,D,S,1,Teenagers,0
1079, Miss," Ellen ""Nellie""",O'Dwyer,female,18,0,0,3,7.8792,Q,DNS,S,1,Teenagers,0
1080, Miss, Velin,Ohman,female,22,0,0,3,7.775,S,C,S,1,Adults,0
1081, Mr, Patrick,O'Keefe,male,26,0,0,3,7.75,Q,B,S,1,Adults,0
1082, Miss," Hanora ""Norah""",O'Leary,female,18,0,0,3,7.8292,Q,13,S,1,Teenagers,0
1083, Master, Artur Karl,Olsen,male,9,0,1,3,3.1708,S,13,S,1,Children,1
1084, Mr, Henry Margido,Olsen,male,28,0,0,3,22.525,S,DNS,173,0,Adults,0
1085, Mr, Karl Siegwart Andreas,Olsen,male,42,0,1,3,8.4042,S,DNS,BNR,0,Adults,1
1086, Mr, Ole Martin,Olsen,male,26,0,0,3,7.3125,S,DNS,BNR,0,Adults,0
1087, Miss, Elina,Olsson,female,31,0,0,3,7.8542,S,DNS,BNR,0,Adults,0
1088, Mr, Nils Johan Goransson,Olsson,male,28,0,0,3,7.8542,S,DNS,BNR,0,Adults,0
1089, Mr, Oscar Wilhelm,Olsson,male,32,0,0,3,7.775,S,A,S,1,Adults,0
1090, Mr, Thor Anderson,Olsvigen,male,20,0,0,3,9.225,S,DNS,89,0,Adults,0
1091, Miss, Jelka,Oreskovic,female,23,0,0,3,8.6625,S,DNS,BNR,0,Adults,0
1092, Miss, Marija,Oreskovic,female,20,0,0,3,8.6625,S,DNS,BNR,0,Adults,0
1093, Mr, Luka,Oreskovic,male,20,0,0,3,8.6625,S,DNS,BNR,0,Adults,0
1094, Mr, Olaf Elon,Osen,male,16,0,0,3,9.2167,S,DNS,BNR,0,Teenagers,0
1095, Mrs, Mara,Osman,female,31,0,0,3,8.6833,S,DNS,S,1,Adults,0
1096, Miss, Bridget Mary,O'Sullivan,female,18,0,0,3,7.6292,Q,DNS,BNR,0,Teenagers,0
1097, Master, Gosta Leonard,Palsson,male,2,3,1,3,21.075,S,DNS,4,0,Children,4
1098, Master, Paul Folke,Palsson,male,6,3,1,3,21.075,S,DNS,BNR,0,Children,4
1099, Miss, Stina Viola,Palsson,female,3,3,1,3,21.075,S,DNS,BNR,0,Children,4
1100, Miss, Torborg Danira,Palsson,female,8,3,1,3,21.075,S,DNS,BNR,0,Children,4
